time,Ax,Ay,Az0,0.00122608,0.00965512,0.99467
1.95,0.00513233,0.0101434,0.999065
2.955,-0.00170361,0.00526058,0.995647
3.943,0.00220264,0.0023309,0.991252
4.99,0.00171436,0.0023309,0.988811
5.938,0.00269092,0.00379574,0.996135
6.858,0.00122608,-0.00157535,0.992229
7.781,0.00269092,-0.00401676,0.996624
10.233,0.00220264,0.00281918,1.00004
11.292,0.0007378,0.00379574,1.00444
12.288,0.00171436,0.0023309,0.99467
13.282,0.00513233,0.00965512,0.997112
14.28,0.00415577,0.00819027,0.990764
15.284,-0.000727044,0.00428402,0.99467
16.215,0.00171436,-0.000110509,0.992717
17.192,0.00659717,0.00526058,0.992717
18.128,0.00806202,0.00526058,0.992717
19.056,0.00952686,0.0047723,0.995159
19.98,0.00464405,0.00135433,1.00395
20.901,-0.00316845,0.00574887,0.996624
21.822,-0.000727044,0.00916683,0.986858
22.741,0.00415577,0.00526058,0.995647
23.709,0.00317921,-0.000598791,0.996624
24.631,0.00610889,0.00135433,1.00248
25.701,-0.00268017,0.00184262,1.00199
26.698,-0.00170361,0.00379574,1.00346
27.692,0.00317921,0.0023309,0.996624
28.688,0.00903858,0.00721371,0.988811
29.724,0.00903858,0.0023309,0.988811
30.716,0.00659717,0.00330746,0.991741
31.709,0.000249518,0.00672543,0.995647
32.704,-0.000727044,0.00721371,0.993694
33.697,0.00269092,-0.000598791,0.990764
34.692,0.00610889,-0.00206363,0.987834
35.686,0.00220264,0.00281918,0.991252
36.604,0.0007378,-0.00206363,0.994182
37.521,0.0007378,0.0023309,0.996624
38.439,0.00708546,0.0023309,0.992229
39.355,0.00366749,0.00184262,0.993206
40.276,0.00317921,0.00184262,1.00004
41.195,0.00610889,0.000866053,1.00102
42.156,0.00415577,-0.000110509,0.995647
43.074,0.00513233,0.00379574,0.995647
43.994,0.0007378,0.00526058,0.988811
44.915,0.00122608,0.00819027,0.999065
46,0.00610889,-0.00108707,0.9976
46.919,0.00317921,0.00379574,0.995159
47.864,0.00513233,0.000866053,0.995159
48.789,0.00269092,-0.000110509,1.00004
49.712,0.00464405,0.0023309,0.998088
